#This file contains combined (averaged) Reduced Xsec
#Red Xsec Units: MeV^-3
#!thnq_bin[f,0]/  pm_avg[f,1]/   red_pwiaXsec_theory[f,2]/   red_fsiXsec_theory[f,3]/
15.000000   0.032230   6.970056276032e-07   6.751762324309e-07
15.000000   0.062477   1.751979917131e-07   1.665726864770e-07
15.000000   0.098535   3.881487060648e-08   3.580123946495e-08
15.000000   0.136693   1.014498680371e-08   9.154231570098e-09
15.000000   0.175228   3.179014170033e-09   2.823884173244e-09
15.000000   0.214385   1.133133627818e-09   9.854780908362e-10
15.000000   0.252989   4.621802918591e-10   3.956857292908e-10
15.000000   0.291490   2.100866559008e-10   1.793092957374e-10
15.000000   0.326038   1.127108129829e-10   9.669819137762e-11
15.000000   0.430843   2.538624706723e-11   2.158220055065e-11
15.000000   0.464396   1.717531959682e-11   1.467992655602e-11
15.000000   0.500803   1.152846914486e-11   1.003146989724e-11
15.000000   0.540564   7.605587026925e-12   6.638420456241e-12
15.000000   0.580298   5.077032950813e-12   4.457696448597e-12
15.000000   0.619627   3.416956006860e-12   2.997309525060e-12
15.000000   0.660182   2.272770140333e-12   2.039031905836e-12
15.000000   0.699669   1.529427432072e-12   1.352600493355e-12
15.000000   0.738147   1.036711005601e-12   9.225763426845e-13
15.000000   0.774762   7.139817844250e-13   6.425946279851e-13
15.000000   0.816504   4.620921168535e-13   4.161641685089e-13
15.000000   0.852701   3.160533421725e-13   2.842806637400e-13
15.000000   0.883039   2.290956060403e-13   2.140718457143e-13
